sample	reads
NAO-ONT-20250328-Zephyr12b-20-div0014	2554
NAO-ONT-20250328-Zephyr12b-20-div0015	2141
NAO-ONT-20250328-Zephyr12b-20-div0016	2319
NAO-ONT-20250328-Zephyr12b-20-div0017	1959
NAO-ONT-20250328-Zephyr12b-20-div0018	1785
NAO-ONT-20250328-Zephyr12b-20-div0019	1931
NAO-ONT-20250328-Zephyr12b-20-div0020	1542
NAO-ONT-20250328-Zephyr12b-20-div0021	1777
NAO-ONT-20250328-Zephyr12b-20-div0022	1590
NAO-ONT-20250328-Zephyr12b-20-div0023	1265
NAO-ONT-20250328-Zephyr12b-20-div0024	4526
NAO-ONT-20250328-Zephyr12b-20-div0025	1499
NAO-ONT-20250328-Zephyr12b-20-div0026	1177
NAO-ONT-20250328-Zephyr12b-20-div0027	1152
NAO-ONT-20250328-Zephyr12b-20-div0028	1288
NAO-ONT-20250328-Zephyr12b-20-div0029	1059
NAO-ONT-20250328-Zephyr12b-20-div0030	1162
NAO-ONT-20250328-Zephyr12b-20-div0031	1008
NAO-ONT-20250328-Zephyr12b-20-div0032	0
NAO-ONT-20250328-Zephyr12b-20-div0033	931
NAO-ONT-20250328-Zephyr12b-20-div0034	713
NAO-ONT-20250328-Zephyr12b-20-div0035	1756
NAO-ONT-20250328-Zephyr12b-20-div0036	669
NAO-ONT-20250328-Zephyr12b-20-div0037	777
NAO-ONT-20250328-Zephyr12b-20-div0038	682
NAO-ONT-20250328-Zephyr12b-20-div0039	898
NAO-ONT-20250328-Zephyr12b-20-div0040	693
NAO-ONT-20250328-Zephyr12b-20-div0041	550
NAO-ONT-20250328-Zephyr12b-20-div0042	776
NAO-ONT-20250328-Zephyr12b-20-div0043	564
NAO-ONT-20250328-Zephyr12b-20-div0044	473
NAO-ONT-20250328-Zephyr12b-20-div0045	531
NAO-ONT-20250328-Zephyr12b-20-div0047	524
NAO-ONT-20250328-Zephyr12b-20-div0048	570
NAO-ONT-20250328-Zephyr12b-20-div0049	544
NAO-ONT-20250328-Zephyr12b-20-div0050	410
NAO-ONT-20250328-Zephyr12b-20-div0051	566
NAO-ONT-20250328-Zephyr12b-20-div0052	510
NAO-ONT-20250328-Zephyr12b-20-div0053	576
NAO-ONT-20250328-Zephyr12b-20-div0054	469
NAO-ONT-20250328-Zephyr12b-20-div0055	412
NAO-ONT-20250328-Zephyr12b-20-div0056	449
NAO-ONT-20250328-Zephyr12b-20-div0057	3043
NAO-ONT-20250328-Zephyr12b-20-div0058	503
NAO-ONT-20250328-Zephyr12b-20-div0059	411
NAO-ONT-20250328-Zephyr12b-20-div0060	516
NAO-ONT-20250328-Zephyr12b-20-div0063	452
NAO-ONT-20250328-Zephyr12b-20-div0065	410
NAO-ONT-20250328-Zephyr12b-20-div0066	399
NAO-ONT-20250328-Zephyr12b-20-div0068	4342
NAO-ONT-20250328-Zephyr12b-20-div0069	321
NAO-ONT-20250328-Zephyr12b-20-div0072	4982
NAO-ONT-20250328-Zephyr12b-20-div0073	4413
NAO-ONT-20250328-Zephyr12b-21-div0001	0
NAO-ONT-20250328-Zephyr12b-21-div0002	8047
NAO-ONT-20250328-Zephyr12b-21-div0013	7624
NAO-ONT-20250328-Zephyr12b-21-div0024	6269
NAO-ONT-20250328-Zephyr12b-21-div0035	2317
